,path,query,alt,src
948,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding fist/photoofmanholdingfist6.jpeg,photo of man holding fist,Cropped Image Businessman Showing Fist Isolated White Stock Photo by  ©IgorVetushko 211687024,https://st4.depositphotos.com/12982378/21168/i/1600/depositphotos_211687024-stock-photo-cropped-image-businessman-showing-fist.jpg
949,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding fist/photoofmanholdingfist7.jpeg,photo of man holding fist,Delighted black man clenching hand into fist sitting at table · Free Stock  Photo,https://images.pexels.com/photos/7925873/pexels-photo-7925873.jpeg
950,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger0.jpeg,photo of man showing one finger,Selective Focus Photo of Man's Index Finger · Free Stock Photo,https://images.pexels.com/photos/3779434/pexels-photo-3779434.jpeg
951,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger1.jpeg,photo of man showing one finger,Side view of african american man with one finger up isolated on gray Stock  Photo by ©AntonLozovoy 179821364,https://st3.depositphotos.com/13185108/17982/i/1600/depositphotos_179821364-stock-photo-side-view-of-african-american.jpg
952,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding fist/photoofmanholdingfist8.jpeg,photo of man holding fist,Crop man showing fist near anonymous woman · Free Stock Photo,https://images.pexels.com/photos/5723191/pexels-photo-5723191.jpeg
953,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger2.jpeg,photo of man showing one finger,Royalty-Free photo: Man pointing index finger | PickPik,https://i2.pickpik.com/photos/762/414/442/decide-people-man-portrait-preview.jpg
954,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding fist/photoofmanholdingfist9.jpeg,photo of man holding fist,Person's Right Hand Raised with Clenched Fist · Free Stock Photo,https://images.pexels.com/photos/7203652/pexels-photo-7203652.jpeg
955,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger4.jpeg,photo of man showing one finger,Unrecognizable black man showing no sign with index finger · Free Stock  Photo,https://images.pexels.com/photos/7114344/pexels-photo-7114344.jpeg
956,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout1.jpeg,photo of man holding palms out,Elderly Man's Hands | He was in front of me in the crowd. Hi… | Flickr,https://live.staticflickr.com/8422/7760356574_92a557b7bd_b.jpg
957,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger5.jpeg,photo of man showing one finger,Selective Focus Man Showing Middle Finger Isolated Black Stock Photo by  ©EdZbarzhyvetsky 182468610,https://st3.depositphotos.com/12985848/18246/i/1600/depositphotos_182468610-stock-photo-selective-focus-man-showing-middle.jpg
958,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout2.jpeg,photo of man holding palms out,Royalty-Free photo: Person hands lifting | PickPik,https://i0.pickpik.com/photos/1001/326/405/hands-two-palms-light-preview.jpg
959,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout3.jpeg,photo of man holding palms out,Cropped Shot Tattooed Man Woman Holding Palms Together Isolated Pink Stock  Photo by ©KateNovikova 197716502,https://st4.depositphotos.com/15583058/19771/i/1600/depositphotos_197716502-stock-photo-cropped-shot-tattooed-man-woman.jpg
960,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger6.jpeg,photo of man showing one finger,Shocked Man Pointing Finger · Free Stock Photo,https://images.pexels.com/photos/14997034/pexels-photo-14997034/free-photo-of-shocked-man-pointing-finger.jpeg
961,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout4.jpeg,photo of man holding palms out,Grasspeas resting in the palm of a hand | Man holding out th… | Flickr,https://live.staticflickr.com/4068/4534132711_a26fe4b60c_b.jpg
962,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout5.jpeg,photo of man holding palms out,Royalty-Free photo: Left human palm | PickPik,https://i1.pickpik.com/photos/167/454/452/body-hand-detail-preview.jpg
963,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing one finger/photoofmanshowingonefinger8.jpeg,photo of man showing one finger,Serious black man showing stop gesture with index finger · Free Stock Photo,https://images.pexels.com/photos/7114351/pexels-photo-7114351.jpeg
964,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout7.jpeg,photo of man holding palms out,A couple's hands hold up Scrabble | Free Photo - rawpixel,https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvdXB3azYyMDQ3NDExLXdpa2ltZWRpYS1pbWFnZS1rb3dlZGg3ai5qcGc.jpg
965,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout8.jpeg,photo of man holding palms out,Free Stock Photo of Hands with bangles | Download Free Images and Free  Illustrations,https://freerangestock.com/sample/129246/hands-with-bangles-.jpg
966,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers0.jpeg,photo of man showing two fingers,Smiling Businessman Sitting Bicycle Holding Paper Cup Showing Two Fingers  Stock Photo by ©VitalikRadko 219016816,https://st4.depositphotos.com/13194036/21901/i/1600/depositphotos_219016816-stock-photo-smiling-businessman-sitting-bicycle-holding.jpg
967,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers1.jpeg,photo of man showing two fingers,A hand with two fingers | Free Photo - rawpixel,https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvdXB3azYxOTE5NDkzLXdpa2ltZWRpYS1pbWFnZS1rb3dlamluOS5qcGc.jpg
968,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers2.jpeg,photo of man showing two fingers,Person Pointing Two Fingers · Free Stock Photo,https://images.pexels.com/photos/9017420/pexels-photo-9017420.jpeg
969,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers3.jpeg,photo of man showing two fingers,Royalty-Free photo: Person's hand showing peace sign | PickPik,https://i1.pickpik.com/photos/290/530/494/good-approval-green-light-okay-preview.jpg
970,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers4.jpeg,photo of man showing two fingers,Royalty-Free photo: Person's hand showing peace sign | PickPik,https://i2.pickpik.com/photos/422/290/427/finger-provocation-rebel-take-offense-preview.jpg
971,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers5.jpeg,photo of man showing two fingers,A hand with two fingers | Free Photo - rawpixel,https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcHgxMDk1NzI3LWltYWdlLWt3eXRhNzlhLmpwZw.jpg
972,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers6.jpeg,photo of man showing two fingers,Partial View Man Gesturing Hand Isolated Blue Background Stock Photo by  ©KateNovikova 197717574,https://st4.depositphotos.com/15583058/19771/i/1600/depositphotos_197717574-stock-photo-partial-view-man-gesturing-hand.jpg
973,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers8.jpeg,photo of man showing two fingers,Man in White Dress Shirt Showing His Middle Finger · Free Stock Photo,https://images.pexels.com/photos/5083206/pexels-photo-5083206.jpeg
974,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing two fingers/photoofmanshowingtwofingers9.jpeg,photo of man showing two fingers,"Man`s Hand Gestures, Counting Numbers One To Five, Isolated On White Stock  Photo, Picture and Royalty Free Image. Image 134157378.",https://previews.123rf.com/images/grumpyliveshere/grumpyliveshere1904/grumpyliveshere190400006/134157378-man-s-hand-gestures-counting-numbers-one-to-five-isolated-on-white.jpg
975,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers0.jpeg,photo of man showing three fingers,Man Showing Three Fingers Gesture · Free Stock Photo,https://images.pexels.com/photos/10029850/pexels-photo-10029850.jpeg
976,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers1.jpeg,photo of man showing three fingers,Daniel Radcliffe 3 Fingers 1B8F6F65 | Daniel Radcliffe shows… | Flickr,https://live.staticflickr.com/7066/6883088303_aac3506f1c_z.jpg
977,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers2.jpeg,photo of man showing three fingers,Royalty-Free photo: Three human fingers with human figure drawings | PickPik,https://i1.pickpik.com/photos/679/726/324/finger-man-not-hear-not-see-don-t-talk-preview.jpg
978,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers3.jpeg,photo of man showing three fingers,Partial View Businessman Gesturing Isolated White Stock Photo by  ©AndrewLozovyi 223460458,https://st4.depositphotos.com/13193658/22346/i/1600/depositphotos_223460458-stock-photo-partial-view-businessman-gesturing-isolated.jpg
979,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers4.jpeg,photo of man showing three fingers,Cropped View African American Man Showing Number Sign Language Isolated  Stock Photo by ©MicEnin 231216674,https://st4.depositphotos.com/15827116/23121/i/1600/depositphotos_231216674-stock-photo-cropped-view-african-american-man.jpg
980,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers5.jpeg,photo of man showing three fingers,"Man`s Hand Gestures, Counting Numbers One To Five, Isolated On White Stock  Photo, Picture and Royalty Free Image. Image 134157378.",https://previews.123rf.com/images/grumpyliveshere/grumpyliveshere1904/grumpyliveshere190400006/134157378-man-s-hand-gestures-counting-numbers-one-to-five-isolated-on-white.jpg
981,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers6.jpeg,photo of man showing three fingers,Partial View Tattooed Man Showing Number Sign Language Isolated White Stock  Photo by ©MicEnin 231214032,https://st4.depositphotos.com/15827116/23121/i/1600/depositphotos_231214032-stock-photo-partial-view-tattooed-man-showing.jpg
982,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers7.jpeg,photo of man showing three fingers,Royalty-Free photo: Three human fingers with human figure drawings | PickPik,https://i2.pickpik.com/photos/261/982/460/man-woman-people-stick-figures-preview.jpg
983,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers8.jpeg,photo of man showing three fingers,"Josef Fung, Yan, Linda Haynes Philip McMaster share 3 fing… | Flickr",https://live.staticflickr.com/3224/2749219438_0b667e1a00_b.jpg
984,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing three fingers/photoofmanshowingthreefingers9.jpeg,photo of man showing three fingers,"Hand Pointing Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds  - rawpixel",https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvZmwzNDg0MDI3MzcxLWltYWdlLWt1Y2N1aGRhLmpwZw.jpg
985,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers0.jpeg,photo of man showing four fingers,Handsome Hands by Vlue on DeviantArt,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/23beac50-4e35-4a3e-9ec3-6090b654019c/d34xq6m-c6156325-69a3-410a-983b-c418de11af5a.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzIzYmVhYzUwLTRlMzUtNGEzZS05ZWMzLTYwOTBiNjU0MDE5Y1wvZDM0eHE2bS1jNjE1NjMyNS02OWEzLTQxMGEtOTgzYi1jNDE4ZGUxMWFmNWEuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.6N679NBmRm3S6Rgha5_E8nj_pKtGsExk18eLGka5euY
986,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers1.jpeg,photo of man showing four fingers,"Man`s Hand Gestures, Counting Numbers One To Five, Isolated On White Stock  Photo, Picture and Royalty Free Image. Image 134157378.",https://previews.123rf.com/images/grumpyliveshere/grumpyliveshere1904/grumpyliveshere190400006/134157378-man-s-hand-gestures-counting-numbers-one-to-five-isolated-on-white.jpg
987,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers2.jpeg,photo of man showing four fingers,Partial View Man Gesturing Hand Isolated Blue Background Stock Photo by  ©KateNovikova 197717574,https://st4.depositphotos.com/15583058/19771/i/1600/depositphotos_197717574-stock-photo-partial-view-man-gesturing-hand.jpg
988,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers3.jpeg,photo of man showing four fingers,Partial View Tattooed Man Showing Number Sign Language Isolated White Stock  Photo by ©MicEnin 231214026,https://st4.depositphotos.com/15827116/23121/i/1600/depositphotos_231214026-stock-photo-partial-view-tattooed-man-showing.jpg
989,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers6.jpeg,photo of man showing four fingers,Collage Multiethnic Men Showing Hand Gestures Isolated White Stock Photo by  ©MicEnin 231219696,https://st4.depositphotos.com/15827116/23121/i/1600/depositphotos_231219696-stock-photo-collage-multiethnic-men-showing-hand.jpg
990,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers7.jpeg,photo of man showing four fingers,"Aren't We All? | Stick Man in free fall, Astoria, Oregon. | A.Davey | Flickr",https://live.staticflickr.com/196/476305664_d277c1ba9c_b.jpg
991,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers8.jpeg,photo of man showing four fingers,"Fingers Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_png_social_landscape/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjY2LTE0MmEtcC1sMTA4NHlodC5wbmc.png
992,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers9.jpeg,photo of man showing four fingers,Royalty-Free photo: Left Fist | PickPik,https://i1.pickpik.com/photos/59/635/826/fight-fist-hand-man-preview.jpg
993,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand0.jpeg,photo of man beckoning with hand,"Beckoning Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_social_portrait/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA4L3BkbWlzYzItbG9jMjAwMzY3NTI4My1pbWFnZS5qcGc.jpg
994,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand1.jpeg,photo of man beckoning with hand,"Police Man Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTExL2ZsMzYxNTQyNDAzNTUtaW1hZ2UuanBn.jpg
995,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand2.jpeg,photo of man beckoning with hand,Explore the Best Beckoning Art | DeviantArt,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/a93f7c28-c21b-46ad-b46f-237aea6d9578/df9fypu-99a353a0-6b71-4a93-90b7-3ad0b55b6b07.jpg/v1/fit/w_375,h_525,q_70,strp/beckoning_by_aleguz89_df9fypu-375w.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcL2E5M2Y3YzI4LWMyMWItNDZhZC1iNDZmLTIzN2FlYTZkOTU3OFwvZGY5ZnlwdS05OWEzNTNhMC02YjcxLTRhOTMtOTBiNy0zYWQwYjU1YjZiMDcuanBnIiwiaGVpZ2h0IjoiPD0xNDM0Iiwid2lkdGgiOiI8PTEwMjQifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uud2F0ZXJtYXJrIl0sIndtayI6eyJwYXRoIjoiXC93bVwvYTkzZjdjMjgtYzIxYi00NmFkLWI0NmYtMjM3YWVhNmQ5NTc4XC9hbGVndXo4OS00LnBuZyIsIm9wYWNpdHkiOjk1LCJwcm9wb3J0aW9ucyI6MC40NSwiZ3Jhdml0eSI6ImNlbnRlciJ9fQ.3yaDGwwX2rAi3r2Ivi_TaIMbwzPADxJ08DFyeDaKBr4"
996,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture0.jpeg,photo of man giving okay gesture,A Person Doing the Okay Hand Gesture · Free Stock Photo,https://images.pexels.com/photos/9486676/pexels-photo-9486676.jpeg
997,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand3.jpeg,photo of man beckoning with hand,"Policeman Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxOC0wNDAtdi5qcGc.jpg
998,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand4.jpeg,photo of man beckoning with hand,"Police Man Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_social_landscape/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L3B4MTMyNTc4My1pbWFnZS1rd3Z3MmFoei5qcGc.jpg
999,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture1.jpeg,photo of man giving okay gesture,Free Stock Photo of A business person showing thumbs up sign | Download  Free Images and Free Illustrations,https://freerangestock.com/sample/136434/a-business-person-showing-thumbs-up-sign.jpg
1000,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand5.jpeg,photo of man beckoning with hand,"Black Men Images | Free Photos, HD Backgrounds, PNGs, Vectors & Mockups -  rawpixel",https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcHg3NTk3MjItaW1hZ2Uta3d2eGZjZXUuanBn.jpg?s=gxvnfUhT13JQ013QBVaf6LC0yoo-rx4UsUdAnK1z4aY
1001,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing five fingers/photoofmanshowingfivefingers0.jpeg,photo of man showing five fingers,Royalty-Free photo: Boy showing five fingers | PickPik,https://i2.pickpik.com/photos/12/734/382/horror-creepy-night-spooky-preview.jpg
1002,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture2.jpeg,photo of man giving okay gesture,Royalty-Free photo: Woman in white top doing okay hand gestures | PickPik,https://i1.pickpik.com/photos/873/661/101/adult-agent-blur-body-preview.jpg
1003,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing five fingers/photoofmanshowingfivefingers1.jpeg,photo of man showing five fingers,"Man`s Hand Gestures, Counting Numbers One To Five, Isolated On White Stock  Photo, Picture and Royalty Free Image. Image 134157378.",https://previews.123rf.com/images/grumpyliveshere/grumpyliveshere1904/grumpyliveshere190400006/134157378-man-s-hand-gestures-counting-numbers-one-to-five-isolated-on-white.jpg
1004,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture3.jpeg,photo of man giving okay gesture,"Ok Hand Gesture Photos Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_social_square/cHJpdmF0ZS9zdGF0aWMvaW1hZ2Uvd2Vic2l0ZS8yMDIyLTA0L2xyL3B4MTA4NTM2Mi1pbWFnZS1rd3lyOW1pYy5qcGc.jpg
1005,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing five fingers/photoofmanshowingfivefingers2.jpeg,photo of man showing five fingers,"Five Fingers Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvbG9jMjAxNzY5NjYwMS1pbWFnZS5qcGc.jpg
1006,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand6.jpeg,photo of man beckoning with hand,"Superstition Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjY5LTA2Ny1sMWFkeTEzYi5qcGc.jpg
1007,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture4.jpeg,photo of man giving okay gesture,"Ok Hand Gesture Photos Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_social_portrait/cHJpdmF0ZS9zdGF0aWMvaW1hZ2Uvd2Vic2l0ZS8yMDIyLTA0L2xyL3B4OTA5MTcyLWltYWdlLWt3dnV0d2lxLmpwZw.jpg
1008,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing five fingers/photoofmanshowingfivefingers3.jpeg,photo of man showing five fingers,Partial View Showing Number Sign Language Isolated White Stock Photo by  ©MicEnin 231217580,https://st4.depositphotos.com/15827116/23121/i/1600/depositphotos_231217580-stock-photo-partial-view-showing-number-sign.jpg
1009,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture5.jpeg,photo of man giving okay gesture,African american businessman showing thumb up Stock Photo by  ©TarasMalyarevich 163082772,https://st3.depositphotos.com/10638998/16308/i/1600/depositphotos_163082772-stock-photo-african-american-businessman-showing-thumb.jpg
1010,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man beckoning with hand/photoofmanbeckoningwithhand7.jpeg,photo of man beckoning with hand,"Black Men Images | Free Photos, HD Backgrounds, PNGs, Vectors & Mockups -  rawpixel",https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/fl41774737835-image-kqan4fcl.jpg?w=1200&h=1200&dpr=1&fit=clip&crop=default&fm=jpg&q=75&vib=3&con=3&usm=15&cs=srgb&bg=F4F4F3&ixlib=js-2.2.1&s=85116135a16db2c6d0358c83f490835c
1011,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing five fingers/photoofmanshowingfivefingers4.jpeg,photo of man showing five fingers,"5 Fingers Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_social_landscape/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcHg5NDExNjAtaW1hZ2Uta3d5bnl1OGkuanBn.jpg
1012,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving okay gesture/photoofmangivingokaygesture6.jpeg,photo of man giving okay gesture,Royalty-Free photo: Person's left hand doing hand gesture | PickPik,https://i2.pickpik.com/photos/608/209/234/hand-thumb-up-sign-preview.jpg
